text,emotion
id be less than honest on this blog if i didnt report that im feeling very petty right now,anger
i had it in my head as it relates to the workplace because i had just been irritable to someone a tiny bit lower in status than myself in response to someone who is higher than me making me feel momentarily pressured,fear
i feel the need to lend my hand in the loyal promotion of greg weismans baby in hopes that disney will some day pick it back up or at the very least sell the rest of the series on dvd,love
i feel amazed to say that i am doing what i only dreamed of doing again,surprise
i feel only a little bit weird about making decisions without him,surprise
i was feeling amazing so i was disappointed when my lab work in december came back the same way it did the previous year overall it was good but i did not have enough protein in my diet,surprise
im feeling at my creative best rather than that of a student who has a deadline to meet,joy
i want to say how i want to feel just come out so bitter and angry,anger
i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy,anger
i feel xs more indecisive,fear
i guess i feel that if i don t fulfill some of my artistic pursuits now i certainly won t have the time when the economy picks up,joy
i feel a little more relaxed,joy
i cannot stop loving you and it just feels amazing it really fills my heart so let me,joy
